id,title,abstract,authors,date,categories,comment,pdf_url
2503.15822v1,Energy-Efficient Federated Learning and Migration in Digital Twin Edge Networks,"The digital twin edge network (DITEN) is a significant paradigm in the
sixth-generation wireless system (6G) that aims to organize well-developed
infrastructures to meet the requirements of evolving application scenarios.
However, the impact of the interaction between the long-term DITEN maintenance
and detailed digital twin tasks, which often entail privacy considerations, is
commonly overlooked in current research. This paper addresses this issue by
introducing a problem of digital twin association and historical data
allocation for a federated learning (FL) task within DITEN. To achieve this
goal, we start by introducing a closed-form function to predict the training
accuracy of the FL task, referring to it as the data utility. Subsequently, we
carry out comprehensive convergence analyses on the proposed FL methodology.
Our objective is to jointly optimize the data utility of the digital
twin-empowered FL task and the energy costs incurred by the long-term DITEN
maintenance, encompassing FL model training, data synchronization, and twin
migration. To tackle the aforementioned challenge, we present an
optimization-driven learning algorithm that effectively identifies optimized
solutions for the formulated problem. Numerical results demonstrate that our
proposed algorithm outperforms various baseline approaches.","['Yuzhi Zhou', 'Yaru Fu', 'Zheng Shi', 'Howard H. Yang', 'Kevin Hung', 'Yan Zhang']",2025-03-20,"['cs.NI', 'cs.LG']",,http://arxiv.org/pdf/2503.15822v1
2503.15819v1,Control Pneumatic Soft Bending Actuator with Online Learning Pneumatic Physical Reservoir Computing,"The intrinsic nonlinearities of soft robots present significant control but
simultaneously provide them with rich computational potential. Reservoir
computing (RC) has shown effectiveness in online learning systems for
controlling nonlinear systems such as soft actuators. Conventional RC can be
extended into physical reservoir computing (PRC) by leveraging the nonlinear
dynamics of soft actuators for computation. This paper introduces a PRC-based
online learning framework to control the motion of a pneumatic soft bending
actuator, utilizing another pneumatic soft actuator as the PRC model. Unlike
conventional designs requiring two RC models, the proposed control system
employs a more compact architecture with a single RC model. Additionally, the
framework enables zero-shot online learning, addressing limitations of previous
PRC-based control systems reliant on offline training. Simulations and
experiments validated the performance of the proposed system. Experimental
results indicate that the PRC model achieved superior control performance
compared to a linear model, reducing the root-mean-square error (RMSE) by an
average of over 37% in bending motion control tasks. The proposed PRC-based
online learning control framework provides a novel approach for harnessing
physical systems' inherent nonlinearities to enhance the control of soft
actuators.","['Junyi Shen', 'Tetsuro Miyazaki', 'Kenji Kawashima']",2025-03-20,"['cs.RO', 'cs.LG', 'cs.SY', 'eess.SY']","8 pages, 13 figures, IEEE-RAS International Conference on Soft
  Robotics (RoboSoft 2025)",http://arxiv.org/pdf/2503.15819v1
2503.15810v1,Big data comparison of quantum invariants,"We apply big data techniques, including exploratory and topological data
analysis, to investigate quantum invariants. More precisely, our study explores
the Jones polynomial's structural properties and contrasts its behavior under
four principal methods of enhancement: coloring, rank increase,
categorification, and leaving the realm of Lie algebras.","['Daniel Tubbenhauer', 'Victor Zhang']",2025-03-20,"['math.GT', 'cs.LG', 'math.QA', 'Primary: 57K16, 62R07, secondary: 57K18, 68P05']","26 pages, many figures, comments welcome",http://arxiv.org/pdf/2503.15810v1
2503.15804v1,Communication Efficient Federated Learning with Linear Convergence on Heterogeneous Data,"By letting local clients perform multiple local updates before communicating
with a parameter server, modern federated learning algorithms such as FedAvg
tackle the communication bottleneck problem in distributed learning and have
found many successful applications. However, this asynchrony between local
updates and communication also leads to a ''client-drift'' problem when the
data is heterogeneous (not independent and identically distributed), resulting
in errors in the final learning result. In this paper, we propose a federated
learning algorithm, which is called FedCET, to ensure accurate convergence even
under heterogeneous distributions of data across clients. Inspired by the
distributed optimization algorithm NIDS, we use learning rates to weight
information received from local clients to eliminate the ''client-drift''. We
prove that under appropriate learning rates, FedCET can ensure linear
convergence to the exact solution. Different from existing algorithms which
have to share both gradients and a drift-correction term to ensure accurate
convergence under heterogeneous data distributions, FedCET only shares one
variable, which significantly reduces communication overhead. Numerical
comparison with existing counterpart algorithms confirms the effectiveness of
FedCET.","['Jie Liu', 'Yongqiang Wang']",2025-03-20,"['cs.LG', 'math.OC']",,http://arxiv.org/pdf/2503.15804v1
2503.15801v1,Disentangling Uncertainties by Learning Compressed Data Representation,"We study aleatoric and epistemic uncertainty estimation in a learned
regressive system dynamics model. Disentangling aleatoric uncertainty (the
inherent randomness of the system) from epistemic uncertainty (the lack of
data) is crucial for downstream tasks such as risk-aware control and
reinforcement learning, efficient exploration, and robust policy transfer.
While existing approaches like Gaussian Processes, Bayesian networks, and model
ensembles are widely adopted, they suffer from either high computational
complexity or inaccurate uncertainty estimation. To address these limitations,
we propose the Compressed Data Representation Model (CDRM), a framework that
learns a neural network encoding of the data distribution and enables direct
sampling from the output distribution. Our approach incorporates a novel
inference procedure based on Langevin dynamics sampling, allowing CDRM to
predict arbitrary output distributions rather than being constrained to a
Gaussian prior. Theoretical analysis provides the conditions where CDRM
achieves better memory and computational complexity compared to bin-based
compression methods. Empirical evaluations show that CDRM demonstrates a
superior capability to identify aleatoric and epistemic uncertainties
separately, achieving AUROCs of 0.8876 and 0.9981 on a single test set
containing a mixture of both uncertainties. Qualitative results further show
that CDRM's capability extends to datasets with multimodal output
distributions, a challenging scenario where existing methods consistently fail.
Code and supplementary materials are available at
https://github.com/ryeii/CDRM.","['Zhiyu An', 'Zhibo Hou', 'Wan Du']",2025-03-20,['cs.LG'],"Accepted by the 7th Annual Learning for Dynamics & Control Conference
  (L4DC) 2025",http://arxiv.org/pdf/2503.15801v1
2503.15798v1,Mixture of Lookup Experts,"Mixture-of-Experts (MoE) activates only a subset of experts during inference,
allowing the model to maintain low inference FLOPs and latency even as the
parameter count scales up. However, since MoE dynamically selects the experts,
all the experts need to be loaded into VRAM. Their large parameter size still
limits deployment, and offloading, which load experts into VRAM only when
needed, significantly increase inference latency. To address this, we propose
Mixture of Lookup Experts (MoLE), a new MoE architecture that is efficient in
both communication and VRAM usage. In MoLE, the experts are Feed-Forward
Networks (FFNs) during training, taking the output of the embedding layer as
input. Before inference, these experts can be re-parameterized as lookup tables
(LUTs) that retrieves expert outputs based on input ids, and offloaded to
storage devices. Therefore, we do not need to perform expert computations
during inference. Instead, we directly retrieve the expert's computation
results based on input ids and load them into VRAM, and thus the resulting
communication overhead is negligible. Experiments show that, with the same
FLOPs and VRAM usage, MoLE achieves inference speeds comparable to dense models
and significantly faster than MoE with experts offloading, while maintaining
performance on par with MoE.","['Shibo Jie', 'Yehui Tang', 'Kai Han', 'Yitong Li', 'Duyu Tang', 'Zhi-Hong Deng', 'Yunhe Wang']",2025-03-20,"['cs.LG', 'cs.CL']",,http://arxiv.org/pdf/2503.15798v1
2503.15796v1,Blend the Separated: Mixture of Synergistic Experts for Data-Scarcity Drug-Target Interaction Prediction,"Drug-target interaction prediction (DTI) is essential in various applications
including drug discovery and clinical application. There are two perspectives
of input data widely used in DTI prediction: Intrinsic data represents how
drugs or targets are constructed, and extrinsic data represents how drugs or
targets are related to other biological entities. However, any of the two
perspectives of input data can be scarce for some drugs or targets, especially
for those unpopular or newly discovered. Furthermore, ground-truth labels for
specific interaction types can also be scarce. Therefore, we propose the first
method to tackle DTI prediction under input data and/or label scarcity. To make
our model functional when only one perspective of input data is available, we
design two separate experts to process intrinsic and extrinsic data
respectively and fuse them adaptively according to different samples.
Furthermore, to make the two perspectives complement each other and remedy
label scarcity, two experts synergize with each other in a mutually supervised
way to exploit the enormous unlabeled data. Extensive experiments on 3
real-world datasets under different extents of input data scarcity and/or label
scarcity demonstrate our model outperforms states of the art significantly and
steadily, with a maximum improvement of 53.53%. We also test our model without
any data scarcity and it still outperforms current methods.","['Xinlong Zhai', 'Chunchen Wang', 'Ruijia Wang', 'Jiazheng Kang', 'Shujie Li', 'Boyu Chen', 'Tengfei Ma', 'Zikai Zhou', 'Cheng Yang', 'Chuan Shi']",2025-03-20,"['cs.LG', 'cs.AI']",,http://arxiv.org/pdf/2503.15796v1
2503.15793v1,DNA Bench: When Silence is Smarter -- Benchmarking Over-Reasoning in Reasoning LLMs,"Test-time scaling has significantly improved large language model
performance, enabling deeper reasoning to solve complex problems. However, this
increased reasoning capability also leads to excessive token generation and
unnecessary problem-solving attempts. We introduce Don\'t Answer Bench (DNA
Bench), a new benchmark designed to evaluate LLMs ability to robustly
understand the tricky reasoning triggers and avoiding unnecessary generation.
DNA Bench consists of 150 adversarially designed prompts that are easy for
humans to understand and respond to, but surprisingly not for many of the
recent prominent LLMs. DNA Bench tests models abilities across different
capabilities, such as instruction adherence, hallucination avoidance,
redundancy filtering, and unanswerable question recognition. We evaluate
reasoning LLMs (RLMs), including DeepSeek-R1, OpenAI O3-mini, Claude-3.7-sonnet
and compare them against a powerful non-reasoning model, e.g., GPT-4o. Our
experiments reveal that RLMs generate up to 70x more tokens than necessary,
often failing at tasks that simpler non-reasoning models handle efficiently
with higher accuracy. Our findings underscore the need for more effective
training and inference strategies in RLMs.","['Masoud Hashemi', 'Oluwanifemi Bamgbose', 'Sathwik Tejaswi Madhusudhan', 'Jishnu Sethumadhavan Nair', 'Aman Tiwari', 'Vikas Yadav']",2025-03-20,['cs.LG'],,http://arxiv.org/pdf/2503.15793v1
2503.15779v1,MobiFuse: Learning Universal Human Mobility Patterns through Cross-domain Data Fusion,"Human mobility modeling is critical for urban planning and transportation
management, yet existing datasets often lack the resolution and semantic
richness required for comprehensive analysis. To address this, we proposed a
cross-domain data fusion framework that integrates multi-modal data of distinct
nature and spatio-temporal resolution, including geographical, mobility,
socio-demographic, and traffic information, to construct a privacy-preserving
and semantically enriched human travel trajectory dataset. This framework is
demonstrated through two case studies in Los Angeles (LA) and Egypt, where a
domain adaptation algorithm ensures its transferability across diverse urban
contexts. Quantitative evaluation shows that the generated synthetic dataset
accurately reproduces mobility patterns observed in empirical data. Moreover,
large-scale traffic simulations for LA County based on the generated synthetic
demand align well with observed traffic. On California's I-405 corridor, the
simulation yields a Mean Absolute Percentage Error of 5.85% for traffic volume
and 4.36% for speed compared to Caltrans PeMS observations.","['Haoxuan Ma', 'Xishun Liao', 'Yifan Liu', 'Qinhua Jiang', 'Chris Stanford', 'Shangqing Cao', 'Jiaqi Ma']",2025-03-20,"['cs.LG', 'cs.AI']",,http://arxiv.org/pdf/2503.15779v1
2503.15777v1,Line Space Clustering (LSC): Feature-Based Clustering using K-medians and Dynamic Time Warping for Versatility,"Clustering high-dimensional data is a critical challenge in machine learning
due to the curse of dimensionality and the presence of noise. Traditional
clustering algorithms often fail to capture the intrinsic structures in such
data. This paper explores a combination of clustering methods, which we called
Line Space Clustering (LSC), a representation that transforms data points into
lines in a newly defined feature space, enabling clustering based on the
similarity of feature value patterns, essentially treating features as
sequences. LSC employs a combined distance metric that uses Euclidean and
Dynamic Time Warping (DTW) distances, weighted by a parameter {\alpha},
allowing flexibility in emphasizing shape or magnitude similarities. We delve
deeply into the mechanics of DTW and the Savitzky Golay filter, explaining
their roles in the algorithm. Extensive experiments demonstrate the efficacy of
LSC on synthetic and real-world datasets, showing that randomly experimenting
with time-series optimized methods sometimes might surprisingly work on a
complex dataset, particularly in noisy environments.
  Source code and experiments are available at:
https://github.com/JoanikijChulev/LSC.","['Joanikij Chulev', 'Angela Mladenovska']",2025-03-20,['cs.LG'],"8 pages, 5 figures, 3 tables",http://arxiv.org/pdf/2503.15777v1
2503.15769v1,Prediction of Permissioned Blockchain Performance for Resource Scaling Configurations,"Blockchain is increasingly offered as blockchain-as-a-service (BaaS) by cloud
service providers. However, configuring BaaS appropriately for optimal
performance and reliability resorts to try-and-error. A key challenge is that
BaaS is often perceived as a ``black-box,'' leading to uncertainties in
performance and resource provisioning. Previous studies attempted to address
this challenge; however, the impacts of both vertical and horizontal scaling
remain elusive. To this end, we present machine learning-based models to
predict network reliability and throughput based on scaling configurations. In
our evaluation, the models exhibit prediction errors of ~1.9%, which is highly
accurate and can be applied in the real-world.","['Seungwoo Jung', 'Yeonho Yoo', 'Gyeongsik Yang', 'Chuck Yoo']",2025-03-20,"['cs.DC', 'cs.LG', 'cs.SY', 'eess.SY']",,http://arxiv.org/pdf/2503.15769v1
2503.15766v1,Accelerating Transient CFD through Machine Learning-Based Flow Initialization,"Transient computational fluid dynamics (CFD) simulations are essential for
many industrial applications, but a significant portion of their computational
cost stems from the time needed to reach statistical steadiness from initial
conditions. We present a novel machine learning-based initialization method
that reduces the cost of this subsequent transient solve substantially,
achieving a 50% reduction in time-to-convergence compared to traditional
uniform and potential flow-based initializations. Through a case study in
automotive aerodynamics using a 16.7M-cell unsteady RANS simulation, we
evaluate three ML-based initialization strategies. Two of these strategies are
recommended for general use: (1) a physics-informed hybrid method combining ML
predictions with potential flow solutions, and (2) a more versatile approach
integrating ML predictions with uniform flow. Both strategies enable CFD
solvers to achieve convergence times comparable to computationally expensive
steady RANS initializations, while requiring only seconds of computation. We
develop a robust statistical convergence metric based on windowed
time-averaging for performance comparison between initialization strategies.
Notably, these improvements are achieved using an ML model trained on a
different dataset of automotive geometries, demonstrating strong generalization
capabilities. The proposed methods integrate seamlessly with existing CFD
workflows without requiring modifications to the underlying flow solver,
providing a practical approach to accelerating industrial CFD simulations
through improved ML-based initialization strategies.","['Peter Sharpe', 'Rishikesh Ranade', 'Sanjay Choudhry']",2025-03-20,"['cs.LG', 'physics.flu-dyn']","17 pages, 8 figures",http://arxiv.org/pdf/2503.15766v1
2503.15758v1,ATTENTION2D: Communication Efficient Distributed Self-Attention Mechanism,"Transformer-based models have emerged as a leading architecture for natural
language processing, natural language generation, and image generation tasks. A
fundamental element of the transformer architecture is self-attention, which
allows the model to capture intricate dependencies within the data. However,
the self-attention mechanism also incurs significant computational and memory
costs, particularly for long sequences.
  In this paper, we introduce ATTENTION2D, a novel approach that exploits
parallelism along two dimensions - query and key/value - of the self-attention
operation. This method enables efficient distribution and parallelization of
computations across multiple devices. Our approach facilitates asymptotically
faster training and inference phases compared to previous methods, without
relying on approximations or incurring additional computational or memory
overheads. Furthermore, unlike existing techniques that struggle to scale with
an increasing number of processing units, our approach effectively scales with
additional processing units.
  Our experimental results confirm the effectiveness of our method in improving
communication efficiency and scalability. Compared to Ring Attention, our
approach demonstrated up to a 5x performance boost on a GPT-3-like model using
64 NVIDIA A100 GPUs across 16 nodes, and up to a 9.4x performance boost on 64
NVIDIA H100 GPUs across 64 nodes.",['Venmugil Elango'],2025-03-20,"['cs.LG', 'cs.AI', 'cs.DC']",,http://arxiv.org/pdf/2503.15758v1
2503.15748v1,PARQ: Piecewise-Affine Regularized Quantization,"We develop a principled method for quantization-aware training (QAT) of
large-scale machine learning models. Specifically, we show that convex,
piecewise-affine regularization (PAR) can effectively induce the model
parameters to cluster towards discrete values. We minimize PAR-regularized loss
functions using an aggregate proximal stochastic gradient method (AProx) and
prove that it has last-iterate convergence. Our approach provides an
interpretation of the straight-through estimator (STE), a widely used heuristic
for QAT, as the asymptotic form of PARQ. We conduct experiments to demonstrate
that PARQ obtains competitive performance on convolution- and transformer-based
vision tasks.","['Lisa Jin', 'Jianhao Ma', 'Zechun Liu', 'Andrey Gromov', 'Aaron Defazio', 'Lin Xiao']",2025-03-19,"['cs.LG', 'math.OC']",,http://arxiv.org/pdf/2503.15748v1
2503.15706v1,Using machine learning to map simulated noisy and laser-limited multidimensional spectra to molecular electronic couplings,"Two-dimensional electronic spectroscopy (2DES) has enabled significant
discoveries in both biological and synthetic energy-transducing systems.
Although deriving chemical information from 2DES is a complex task, machine
learning (ML) offers exciting opportunities to translate complicated
spectroscopic data into physical insight. Recent studies have found that neural
networks (NNs) can map simulated multidimensional spectra to molecular-scale
properties with high accuracy. However, simulations often do not capture
experimental factors that influence real spectra, including noise and
suboptimal pulse resonance conditions, bringing into question the experimental
utility of NNs trained on simulated data. Here, we show how factors associated
with experimental 2D spectral data influence the ability of NNs to map
simulated 2DES spectra onto underlying intermolecular electronic couplings. By
systematically introducing multisourced noise into a library of 356000
simulated 2D spectra, we show that noise does not hamper NN performance for
spectra exceeding threshold signal-to-noise ratios (SNR) (> 6.6 if background
noise dominates vs. > 2.5 for intensity-dependent noise). In stark contrast to
human-based analyses of 2DES data, we find that the NN accuracy improves
significantly (ca. 84% $\rightarrow$ 96%) when the data are constrained by the
bandwidth and center frequency of the pump pulses. This result is consistent
with the NN learning the optical trends described by Kasha's theory of
molecular excitons. Our findings convey positive prospects for adapting
simulation-trained NNs to extract molecular properties from inherently
imperfect experimental 2DES data. More broadly, we propose that machine-learned
perspectives of nonlinear spectroscopic data may produce unique and, perhaps,
counterintuitive guidelines for experimental design.","['Jonathan D. Schultz', 'Kelsey A. Parker', 'Bashir Sbaiti', 'David N. Beratan']",2025-03-19,"['physics.chem-ph', 'cs.LG', 'quant-ph']","24 pages, 15 figures",http://arxiv.org/pdf/2503.15706v1
2503.15704v1,Tuning Sequential Monte Carlo Samplers via Greedy Incremental Divergence Minimization,"The performance of sequential Monte Carlo (SMC) samplers heavily depends on
the tuning of the Markov kernels used in the path proposal. For SMC samplers
with unadjusted Markov kernels, standard tuning objectives, such as the
Metropolis-Hastings acceptance rate or the expected-squared jump distance, are
no longer applicable. While stochastic gradient-based end-to-end optimization
has been explored for tuning SMC samplers, they often incur excessive training
costs, even for tuning just the kernel step sizes. In this work, we propose a
general adaptation framework for tuning the Markov kernels in SMC samplers by
minimizing the incremental Kullback-Leibler (KL) divergence between the
proposal and target paths. For step size tuning, we provide a gradient- and
tuning-free algorithm that is generally applicable for kernels such as Langevin
Monte Carlo (LMC). We further demonstrate the utility of our approach by
providing a tailored scheme for tuning \textit{kinetic} LMC used in SMC
samplers. Our implementations are able to obtain a full \textit{schedule} of
tuned parameters at the cost of a few vanilla SMC runs, which is a fraction of
gradient-based approaches.","['Kyurae Kim', 'Zuheng Xu', 'Jacob R. Gardner', 'Trevor Campbell']",2025-03-19,"['stat.ML', 'cs.LG', 'stat.CO']",,http://arxiv.org/pdf/2503.15704v1
2503.15696v1,Approximation properties of neural ODEs,"We study the approximation properties of shallow neural networks whose
activation function is defined as the flow of a neural ordinary differential
equation (neural ODE) at the final time of the integration interval. We prove
the universal approximation property (UAP) of such shallow neural networks in
the space of continuous functions. Furthermore, we investigate the
approximation properties of shallow neural networks whose parameters are
required to satisfy some constraints. In particular, we constrain the Lipschitz
constant of the flow of the neural ODE to increase the stability of the shallow
neural network, and we restrict the norm of the weight matrices of the linear
layers to one to make sure that the restricted expansivity of the flow is not
compensated by the increased expansivity of the linear layers. For this
setting, we prove approximation bounds that tell us the accuracy to which we
can approximate a continuous function with a shallow neural network with such
constraints. We prove that the UAP holds if we consider only the constraint on
the Lipschitz constant of the flow or the unit norm constraint on the weight
matrices of the linear layers.","['Arturo De Marinis', 'Davide Murari', 'Elena Celledoni', 'Nicola Guglielmi', 'Brynjulf Owren', 'Francesco Tudisco']",2025-03-19,"['math.NA', 'cs.LG', 'cs.NA']","30 pages, 11 figures, 2 tables",http://arxiv.org/pdf/2503.15696v1
2503.15693v1,"Good Actions Succeed, Bad Actions Generalize: A Case Study on Why RL Generalizes Better","Supervised learning (SL) and reinforcement learning (RL) are both widely used
to train general-purpose agents for complex tasks, yet their generalization
capabilities and underlying mechanisms are not yet fully understood. In this
paper, we provide a direct comparison between SL and RL in terms of zero-shot
generalization. Using the Habitat visual navigation task as a testbed, we
evaluate Proximal Policy Optimization (PPO) and Behavior Cloning (BC) agents
across two levels of generalization: state-goal pair generalization within seen
environments and generalization to unseen environments. Our experiments show
that PPO consistently outperforms BC across both zero-shot settings and
performance metrics-success rate and SPL. Interestingly, even though additional
optimal training data enables BC to match PPO's zero-shot performance in SPL,
it still falls significantly behind in success rate. We attribute this to a
fundamental difference in how models trained by these algorithms generalize:
BC-trained models generalize by imitating successful trajectories, whereas
TD-based RL-trained models generalize through combinatorial experience
stitching-leveraging fragments of past trajectories (mostly failed ones) to
construct solutions for new tasks. This allows RL to efficiently find solutions
in vast state space and discover novel strategies beyond the scope of human
knowledge. Besides providing empirical evidence and understanding, we also
propose practical guidelines for improving the generalization capabilities of
RL and SL through algorithm design.",['Meng Song'],2025-03-19,['cs.LG'],,http://arxiv.org/pdf/2503.15693v1
2503.15685v1,Robotic Paper Wrapping by Learning Force Control,"Robotic packaging using wrapping paper poses significant challenges due to
the material's complex deformation properties. The packaging process itself
involves multiple steps, primarily categorized as folding the paper or creating
creases. Small deviations in the robot's arm trajectory or force vector can
lead to tearing or wrinkling of the paper, exacerbated by the variability in
material properties.
  This study introduces a novel framework that combines imitation learning and
reinforcement learning to enable a robot to perform each step of the packaging
process efficiently. The framework allows the robot to follow approximate
trajectories of the tool-center point (TCP) based on human demonstrations while
optimizing force control parameters to prevent tearing or wrinkling, even with
variable wrapping paper materials.
  The proposed method was validated through ablation studies, which
demonstrated successful task completion with a significant reduction in tear
and wrinkle rates. Furthermore, the force control strategy proved to be
adaptable across different wrapping paper materials and robust against
variations in the size of the target object.","['Hiroki Hanai', 'Takuya Kiyokawa', 'Weiwei Wan', 'Kensuke Harada']",2025-03-19,"['cs.RO', 'cs.LG']",,http://arxiv.org/pdf/2503.15685v1
2503.15679v1,Sequential learning based PINNs to overcome temporal domain complexities in unsteady flow past flapping wings,"For a data-driven and physics combined modelling of unsteady flow systems
with moving immersed boundaries, Sundar {\it et al.} introduced an immersed
boundary-aware (IBA) framework, combining Physics-Informed Neural Networks
(PINNs) and the immersed boundary method (IBM). This approach was beneficial
because it avoided case-specific transformations to a body-attached reference
frame. Building on this, we now address the challenges of long time integration
in velocity reconstruction and pressure recovery by extending this IBA
framework with sequential learning strategies. Key difficulties for PINNs in
long time integration include temporal sparsity, long temporal domains and rich
spectral content. To tackle these, a moving boundary-enabled PINN is developed,
proposing two sequential learning strategies: - a time marching with gradual
increase in time domain size, however, this approach struggles with error
accumulation over long time domains; and - a time decomposition which divides
the temporal domain into smaller segments, combined with transfer learning it
effectively reduces error propagation and computational complexity. The key
findings for modelling of incompressible unsteady flows past a flapping airfoil
include: - for quasi-periodic flows, the time decomposition approach with
preferential spatio-temporal sampling improves accuracy and efficiency for
pressure recovery and aerodynamic load reconstruction, and, - for long time
domains, decomposing it into smaller temporal segments and employing multiple
sub-networks, simplifies the problem ensuring stability and reduced network
sizes. This study highlights the limitations of traditional PINNs for long time
integration of flow-structure interaction problems and demonstrates the
benefits of decomposition-based strategies for addressing error accumulation,
computational cost, and complex dynamics.","['Rahul Sundar', 'Didier Lucor', 'Sunetra Sarkar']",2025-03-19,"['physics.flu-dyn', 'cs.LG']",,http://arxiv.org/pdf/2503.15679v1
2503.15668v1,Model Risk Management for Generative AI In Financial Institutions,"The success of OpenAI's ChatGPT in 2023 has spurred financial enterprises
into exploring Generative AI applications to reduce costs or drive revenue
within different lines of businesses in the Financial Industry. While these
applications offer strong potential for efficiencies, they introduce new model
risks, primarily hallucinations and toxicity. As highly regulated entities,
financial enterprises (primarily large US banks) are obligated to enhance their
model risk framework with additional testing and controls to ensure safe
deployment of such applications. This paper outlines the key aspects for model
risk management of generative AI model with a special emphasis on additional
practices required in model validation.","['Anwesha Bhattacharyya', 'Ye Yu', 'Hanyu Yang', 'Rahul Singh', 'Tarun Joshi', 'Jie Chen', 'Kiran Yalavarthy']",2025-03-19,"['q-fin.RM', 'cs.LG']",,http://arxiv.org/pdf/2503.15668v1
2503.15650v1,Survey on Generalization Theory for Graph Neural Networks,"Message-passing graph neural networks (MPNNs) have emerged as the leading
approach for machine learning on graphs, attracting significant attention in
recent years. While a large set of works explored the expressivity of MPNNs,
i.e., their ability to separate graphs and approximate functions over them,
comparatively less attention has been directed toward investigating their
generalization abilities, i.e., making meaningful predictions beyond the
training data. Here, we systematically review the existing literature on the
generalization abilities of MPNNs. We analyze the strengths and limitations of
various studies in these domains, providing insights into their methodologies
and findings. Furthermore, we identify potential avenues for future research,
aiming to deepen our understanding of the generalization abilities of MPNNs.","['Antonis Vasileiou', 'Stefanie Jegelka', 'Ron Levie', 'Christopher Morris']",2025-03-19,"['cs.LG', 'cs.AI', 'stat.ML']",,http://arxiv.org/pdf/2503.15650v1
2503.15647v1,Multi-Modal Gesture Recognition from Video and Surgical Tool Pose Information via Motion Invariants,"Recognizing surgical gestures in real-time is a stepping stone towards
automated activity recognition, skill assessment, intra-operative assistance,
and eventually surgical automation. The current robotic surgical systems
provide us with rich multi-modal data such as video and kinematics. While some
recent works in multi-modal neural networks learn the relationships between
vision and kinematics data, current approaches treat kinematics information as
independent signals, with no underlying relation between tool-tip poses.
However, instrument poses are geometrically related, and the underlying
geometry can aid neural networks in learning gesture representation. Therefore,
we propose combining motion invariant measures (curvature and torsion) with
vision and kinematics data using a relational graph network to capture the
underlying relations between different data streams. We show that gesture
recognition improves when combining invariant signals with tool position,
achieving 90.3\% frame-wise accuracy on the JIGSAWS suturing dataset. Our
results show that motion invariant signals coupled with position are better
representations of gesture motion compared to traditional position and
quaternion representations. Our results highlight the need for geometric-aware
modeling of kinematics for gesture recognition.","['Jumanh Atoum', 'Garrison L. H. Johnston', 'Nabil Simaan', 'Jie Ying Wu']",2025-03-19,"['cs.CV', 'cs.LG']",,http://arxiv.org/pdf/2503.15647v1
2503.15638v1,Using machine learning to measure evidence of students' sensemaking in physics courses,"In the education system, problem-solving correctness is often inappropriately
conflated with student learning. Advances in both Physics Education Research
(PER) and Machine Learning (ML) provide the initial tools to develop a more
meaningful and efficient measurement scheme for whether physics students are
engaging in sensemaking: a learning process of figuring out the how and why for
a particular phenomena. In this work, we contribute such a measurement scheme,
which quantifies the evidence of students' physical sensemaking given their
written explanations for their solutions to physics problems. We outline how
the proposed human annotation scheme can be automated into a deployable ML
model using language encoders and shared probabilistic classifiers. The
procedure is scalable for a large number of problems and students. We implement
three unique language encoders with logistic regression, and provide a
deployability analysis on 385 real student explanations from the 2023
Introduction to Physics course at Tufts University. Furthermore, we compute
sensemaking scores for all students, and analyze these measurements alongside
their corresponding problem-solving accuracies. We find no linear relationship
between these two variables, supporting the hypothesis that one is not a
reliable proxy for the other. We discuss how sensemaking scores can be used
alongside problem-solving accuracies to provide a more nuanced snapshot of
student performance in physics class.","['Kaitlin Gili', 'Kyle Heuton', 'Astha Shah', 'Michael C. Hughes']",2025-03-19,"['physics.ed-ph', 'cs.LG']",,http://arxiv.org/pdf/2503.15638v1
2503.15629v1,Neural Lyapunov Function Approximation with Self-Supervised Reinforcement Learning,"Control Lyapunov functions are traditionally used to design a controller
which ensures convergence to a desired state, yet deriving these functions for
nonlinear systems remains a complex challenge. This paper presents a novel,
sample-efficient method for neural approximation of nonlinear Lyapunov
functions, leveraging self-supervised Reinforcement Learning (RL) to enhance
training data generation, particularly for inaccurately represented regions of
the state space. The proposed approach employs a data-driven World Model to
train Lyapunov functions from off-policy trajectories. The method is validated
on both standard and goal-conditioned robotic tasks, demonstrating faster
convergence and higher approximation accuracy compared to the state-of-the-art
neural Lyapunov approximation baseline. The code is available at:
https://github.com/CAV-Research-Lab/SACLA.git","['Luc McCutcheon', 'Bahman Gharesifard', 'Saber Fallah']",2025-03-19,"['cs.RO', 'cs.AI', 'cs.CG', 'cs.LG']","Accepted at IEEE International Conference on Robotics and Automation
  (ICRA)",http://arxiv.org/pdf/2503.15629v1
